seine_id,survey_id,set_number,year,survey_date,region,zone,site_id,site_name,Sockeye,Pink,Chum,Coho,Sockeye_density,Pink_density,Chum_density,Coho_density
DE107N1,DE107,1,2015,2015-05-16T00:00:00Z,DI,C,D07,Hoskyn Channel,500,1,300,1,0.13467046697487112,2.693409339497422e-4,0.08080228018492266,2.693409339497422e-4
DE111N1,DE111,1,2015,2015-05-19T00:00:00Z,DI,E,D08,Calm Channel,200,2,100,6,0.053868186789948445,5.386818678994844e-4,0.026934093394974223,0.0016160456036984534
DE112N1,DE112,1,2015,2015-05-20T00:00:00Z,DI,C,D09,Okisollo Channel,200,0,30,1,0.053868186789948445,0,0.008080228018492267,2.693409339497422e-4
DE115N2,DE115,2,2015,2015-05-21T00:00:00Z,DI,C,D07,Hoskyn Channel,200,10,50,1,0.053868186789948445,0.0026934093394974223,0.013467046697487111,2.693409339497422e-4
DE116N1,DE116,1,2015,2015-05-23T00:00:00Z,DI,E,D08,Calm Channel,29,0,40,2,0.007810887084542525,0,0.010773637357989689,5.386818678994844e-4
DE117N1,DE117,1,2015,2015-05-23T00:00:00Z,DI,E,D10,Hall Point,3000,10,100,0,0.8080228018492267,0.0026934093394974223,0.026934093394974223,0
DE121N1,DE121,1,2015,2015-05-24T00:00:00Z,DI,C,D09,Okisollo Channel,200,2,4,0,0.053868186789948445,5.386818678994844e-4,0.0010773637357989689,0
DE124N1,DE124,1,2015,2015-05-25T00:00:00Z,DI,E,D08,Calm Channel,200,0,40,0,0.053868186789948445,0,0.010773637357989689,0
DE128N4,DE128,4,2015,2015-05-26T00:00:00Z,DI,E,D10,Hall Point,200,0,10,1,0.053868186789948445,0,0.0026934093394974223,2.693409339497422e-4
DE130N1,DE130,1,2015,2015-05-26T00:00:00Z,DI,C,D09,Okisollo Channel,40,0,10,0,0.010773637357989689,0,0.0026934093394974223,0
DE137N1,DE137,1,2015,2015-05-28T00:00:00Z,DI,E,D10,Hall Point,30,0,10,0,0.008080228018492267,0,0.0026934093394974223,0
DE139N1,DE139,1,2015,2015-05-28T00:00:00Z,DI,C,D09,Okisollo Channel,200,0,10,0,0.053868186789948445,0,0.0026934093394974223,0
DE143N1,DE143,1,2015,2015-05-31T00:00:00Z,DI,E,D08,Calm Channel,2,1,60,0,5.386818678994844e-4,2.693409339497422e-4,0.016160456036984534,0
DE149N1,DE149,1,2015,2015-06-01T00:00:00Z,DI,E,D10,Hall Point,800,0,2,1,0.21547274715979378,0,5.386818678994844e-4,2.693409339497422e-4
DE151N1,DE151,1,2015,2015-06-01T00:00:00Z,DI,C,D09,Okisollo Channel,500,0,100,0,0.13467046697487112,0,0.026934093394974223,0
DE152N3,DE152,3,2015,2015-06-03T00:00:00Z,DI,E,D10,Hall Point,500,1,300,0,0.13467046697487112,2.693409339497422e-4,0.08080228018492266,0
DE154N1,DE154,1,2015,2015-06-03T00:00:00Z,DI,C,D09,Okisollo Channel,40,1,40,0,0.010773637357989689,2.693409339497422e-4,0.010773637357989689,0
DE155N1,DE155,1,2015,2015-06-04T00:00:00Z,DI,E,D08,Calm Channel,60,0,2,0,0.016160456036984534,0,5.386818678994844e-4,0
DE160N1,DE160,1,2015,2015-06-05T00:00:00Z,DI,E,D10,Hall Point,25,5,600,0,0.006733523348743556,0.0013467046697487111,0.16160456036984533,0
DE162N1,DE162,1,2015,2015-06-05T00:00:00Z,DI,C,D09,Okisollo Channel,100,0,200,4,0.026934093394974223,0,0.053868186789948445,0.0010773637357989689
DE163N1,DE163,1,2015,2015-06-05T00:00:00Z,DI,C,D07,Hoskyn Channel,13,0,100,0,0.003501432141346649,0,0.026934093394974223,0
DE168N1,DE168,1,2015,2015-06-07T00:00:00Z,DI,C,D09,Okisollo Channel,40,1,10,0,0.010773637357989689,2.693409339497422e-4,0.0026934093394974223,0
DE169N2,DE169,2,2015,2015-06-07T00:00:00Z,DI,C,D07,Hoskyn Channel,30,6,70,0,0.008080228018492267,0.0016160456036984534,0.018853865376481954,0
DE170N2,DE170,2,2015,2015-06-09T00:00:00Z,DI,C,D09,Okisollo Channel,27,1,100,0,0.00727220521664304,2.693409339497422e-4,0.026934093394974223,0
DE173N1,DE173,1,2015,2015-06-09T00:00:00Z,DI,C,D07,Hoskyn Channel,200,2,100,7,0.053868186789948445,5.386818678994844e-4,0.026934093394974223,0.0018853865376481955
DE174N1,DE174,1,2015,2015-06-11T00:00:00Z,DI,C,D09,Okisollo Channel,100,1,100,0,0.026934093394974223,2.693409339497422e-4,0.026934093394974223,0
DE175N1,DE175,1,2015,2015-06-11T00:00:00Z,DI,C,D07,Hoskyn Channel,1,3,25,20,2.693409339497422e-4,8.080228018492267e-4,0.006733523348743556,0.0053868186789948445
DE182N1,DE182,1,2015,2015-06-13T00:00:00Z,DI,C,D07,Hoskyn Channel,23,3,100,6,0.006194841480844071,8.080228018492267e-4,0.026934093394974223,0.0016160456036984534
DE183N2,DE183,2,2015,2015-06-14T00:00:00Z,DI,C,D09,Okisollo Channel,26,1,200,0,0.007002864282693298,2.693409339497422e-4,0.053868186789948445,0
DE194N1,DE194,1,2015,2015-06-17T00:00:00Z,DI,E,D08,Calm Channel,13,0,18,2,0.003501432141346649,0,0.0048481368110953596,5.386818678994844e-4
DE199N1,DE199,1,2015,2015-06-18T00:00:00Z,DI,C,D09,Okisollo Channel,50,0,50,0,0.013467046697487111,0,0.013467046697487111,0
DE206N1,DE206,1,2015,2015-06-20T00:00:00Z,DI,C,D09,Okisollo Channel,200,0,80,2,0.053868186789948445,0,0.021547274715979378,5.386818678994844e-4
DE212N2,DE212,2,2015,2015-06-22T00:00:00Z,DI,E,D10,Hall Point,60,0,200,0,0.016160456036984534,0,0.053868186789948445,0
DE214N1,DE214,1,2015,2015-06-22T00:00:00Z,DI,C,D09,Okisollo Channel,100,7,300,0,0.026934093394974223,0.0018853865376481955,0.08080228018492266,0
DE218N1,DE218,1,2015,2015-06-24T00:00:00Z,DI,E,D10,Hall Point,7,0,40,1,0.0018853865376481955,0,0.010773637357989689,2.693409339497422e-4
DE220N1,DE220,1,2015,2015-06-24T00:00:00Z,DI,C,D09,Okisollo Channel,240,0,5,1,0.06464182414793813,0,0.0013467046697487111,2.693409339497422e-4
DE221N1,DE221,1,2015,2015-06-27T00:00:00Z,DI,C,D09,Okisollo Channel,20,20,30,0,0.0053868186789948445,0.0053868186789948445,0.008080228018492267,0
DE226N2,DE226,2,2015,2015-06-29T00:00:00Z,DI,C,D09,Okisollo Channel,8,2,80,0,0.0021547274715979377,5.386818678994844e-4,0.021547274715979378,0
DE231N2,DE231,2,2015,2015-07-02T00:00:00Z,DI,C,D09,Okisollo Channel,60,8,200,0,0.016160456036984534,0.0021547274715979377,0.053868186789948445,0
DE236N1,DE236,1,2015,2015-07-06T00:00:00Z,DI,C,D09,Okisollo Channel,4,0,50,0,0.0010773637357989689,0,0.013467046697487111,0
DE239N2,DE239,2,2015,2015-07-07T00:00:00Z,DI,C,D09,Okisollo Channel,5,100,100,0,0.0013467046697487111,0.026934093394974223,0.026934093394974223,0
DE260N1,DE260,1,2016,2016-05-14T00:00:00Z,DI,E,D08,Calm Channel,2,3,0,1,5.386818678994844e-4,8.080228018492267e-4,0,2.693409339497422e-4
DE261N1,DE261,1,2016,2016-05-14T00:00:00Z,DI,C,D07,Hoskyn Channel,100,2,3,1,0.026934093394974223,5.386818678994844e-4,8.080228018492267e-4,2.693409339497422e-4
DE263N1,DE263,1,2016,2016-05-15T00:00:00Z,DI,E,D22,McMullen Point,700,20,30,2,0.18853865376481954,0.0053868186789948445,0.008080228018492267,5.386818678994844e-4
DE274N1,DE274,1,2016,2016-05-19T00:00:00Z,DI,E,D08,Calm Channel,100,3,8,1,0.026934093394974223,8.080228018492267e-4,0.0021547274715979377,2.693409339497422e-4
DE276N1,DE276,1,2016,2016-05-19T00:00:00Z,DI,C,D07,Hoskyn Channel,100,70,70,0,0.026934093394974223,0.018853865376481954,0.018853865376481954,0
DE277N1,DE277,1,2016,2016-05-23T00:00:00Z,DI,C,D09,Okisollo Channel,600,40,40,1,0.16160456036984533,0.010773637357989689,0.010773637357989689,2.693409339497422e-4
DE278N1,DE278,1,2016,2016-05-23T00:00:00Z,DI,E,D27,Granite Point,600,100,100,0,0.16160456036984533,0.026934093394974223,0.026934093394974223,0
DE279N2,DE279,2,2016,2016-05-23T00:00:00Z,DI,E,D22,McMullen Point,600,60,60,7,0.16160456036984533,0.016160456036984534,0.016160456036984534,0.0018853865376481955
DE284N1,DE284,1,2016,2016-05-26T00:00:00Z,DI,E,D08,Calm Channel,3,1,9,1,8.080228018492267e-4,2.693409339497422e-4,0.0024240684055476798,2.693409339497422e-4
DE284N2,DE284,2,2016,2016-05-26T00:00:00Z,DI,E,D08,Calm Channel,2,40,20,2,5.386818678994844e-4,0.010773637357989689,0.0053868186789948445,5.386818678994844e-4
DE287N1,DE287,1,2016,2016-05-26T00:00:00Z,DI,C,D07,Hoskyn Channel,600,80,80,0,0.16160456036984533,0.021547274715979378,0.021547274715979378,0
DE288N1,DE288,1,2016,2016-05-27T00:00:00Z,DI,E,D22,McMullen Point,400,40,20,0,0.10773637357989689,0.010773637357989689,0.0053868186789948445,0
DE290N2,DE290,2,2016,2016-05-27T00:00:00Z,DI,C,D09,Okisollo Channel,200,9,13,0,0.053868186789948445,0.0024240684055476798,0.003501432141346649,0
DE292N1,DE292,1,2016,2016-06-01T00:00:00Z,DI,C,D09,Okisollo Channel,200,3,60,0,0.053868186789948445,8.080228018492267e-4,0.016160456036984534,0
DE293N1,DE293,1,2016,2016-06-01T00:00:00Z,DI,E,D27,Granite Point,1000,100,100,2,0.26934093394974223,0.026934093394974223,0.026934093394974223,5.386818678994844e-4
DE294N1,DE294,1,2016,2016-06-01T00:00:00Z,DI,E,D22,McMullen Point,50,100,10,0,0.013467046697487111,0.026934093394974223,0.0026934093394974223,0
DE297N1,DE297,1,2016,2016-06-02T00:00:00Z,DI,E,D20,Godwin Point,300,100,80,0,0.08080228018492266,0.026934093394974223,0.021547274715979378,0
DE300N1,DE300,1,2016,2016-06-03T00:00:00Z,DI,C,D07,Hoskyn Channel,600,100,100,2,0.16160456036984533,0.026934093394974223,0.026934093394974223,5.386818678994844e-4
DE301N1,DE301,1,2016,2016-06-07T00:00:00Z,DI,C,D09,Okisollo Channel,80,0,15,0,0.021547274715979378,0,0.004040114009246133,0
DE302N1,DE302,1,2016,2016-06-07T00:00:00Z,DI,E,D22,McMullen Point,570,36,80,2,0.15352433235135307,0.009696273622190719,0.021547274715979378,5.386818678994844e-4
DE305N2,DE305,2,2016,2016-06-08T00:00:00Z,DI,E,D20,Godwin Point,100,50,50,1,0.026934093394974223,0.013467046697487111,0.013467046697487111,2.693409339497422e-4
DE308N1,DE308,1,2016,2016-06-09T00:00:00Z,DI,C,D07,Hoskyn Channel,80,60,100,0,0.021547274715979378,0.016160456036984534,0.026934093394974223,0
DE320N1,DE320,1,2016,2016-06-14T00:00:00Z,DI,E,D22,McMullen Point,200,400,400,0,0.053868186789948445,0.10773637357989689,0.10773637357989689,0
DE321N1,DE321,1,2016,2016-06-14T00:00:00Z,DI,E,D27,Granite Point,6,500,20,0,0.0016160456036984534,0.13467046697487112,0.0053868186789948445,0
DE322N1,DE322,1,2016,2016-06-14T00:00:00Z,DI,C,D09,Okisollo Channel,100,100,200,0,0.026934093394974223,0.026934093394974223,0.053868186789948445,0
DE327N1,DE327,1,2016,2016-06-16T00:00:00Z,DI,C,D07,Hoskyn Channel,100,30,30,0,0.026934093394974223,0.008080228018492267,0.008080228018492267,0
DE327N2,DE327,2,2016,2016-06-16T00:00:00Z,DI,C,D07,Hoskyn Channel,300,100,100,0,0.08080228018492266,0.026934093394974223,0.026934093394974223,0
DE329N2,DE329,2,2016,2016-06-21T00:00:00Z,DI,C,D09,Okisollo Channel,14,20,30,0,0.003770773075296391,0.0053868186789948445,0.008080228018492267,0
DE338N1,DE338,1,2016,2016-06-22T00:00:00Z,DI,E,D20,Godwin Point,50,100,100,0,0.013467046697487111,0.026934093394974223,0.026934093394974223,0
DE355N1,DE355,1,2016,2016-06-30T00:00:00Z,DI,E,D20,Godwin Point,6,70,50,0,0.0016160456036984534,0.018853865376481954,0.013467046697487111,0
DE360N1,DE360,1,2016,2016-07-06T00:00:00Z,DI,E,D27,Granite Point,24,200,40,0,0.006464182414793814,0.053868186789948445,0.010773637357989689,0
DE361N1,DE361,1,2016,2016-07-06T00:00:00Z,DI,C,D09,Okisollo Channel,1,40,20,0,2.693409339497422e-4,0.010773637357989689,0.0053868186789948445,0
DE361N2,DE361,2,2016,2016-07-06T00:00:00Z,DI,C,D09,Okisollo Channel,8,100,100,1,0.0021547274715979377,0.026934093394974223,0.026934093394974223,2.693409339497422e-4
DE365N1,DE365,1,2017,2017-05-25T00:00:00Z,DI,C,D09,Okisollo Channel,30,2,50,4,0.008080228018492267,5.386818678994844e-4,0.013467046697487111,0.0010773637357989689
DE366N1,DE366,1,2017,2017-05-26T00:00:00Z,DI,E,D34,Penn Islands,168,0,0,5,0.04524927690355669,0,0,0.0013467046697487111
DE367N1,DE367,1,2017,2017-05-29T00:00:00Z,DI,C,D09,Okisollo Channel,8,1,105,0,0.0021547274715979377,2.693409339497422e-4,0.028280798064722935,0
DE370N1,DE370,1,2017,2017-06-05T00:00:00Z,DI,W,D27,Granite Point,420,20,50,0,0.11312319225889174,0.0053868186789948445,0.013467046697487111,0
DE371N1,DE371,1,2017,2017-06-07T00:00:00Z,DI,C,D09,Okisollo Channel,380,5,160,0,0.10234955490090204,0.0013467046697487111,0.043094549431958756,0
DE371N2,DE371,2,2017,2017-06-07T00:00:00Z,DI,C,D09,Okisollo Channel,105,0,70,0,0.028280798064722935,0,0.018853865376481954,0
DE372N1,DE372,1,2017,2017-06-12T00:00:00Z,DI,C,D09,Okisollo Channel,85,0,128,0,0.02289397938572809,0,0.034475639545567004,0
DE372N2,DE372,2,2017,2017-06-12T00:00:00Z,DI,C,D09,Okisollo Channel,30,0,270,0,0.008080228018492267,0,0.07272205216643039,0
DE373N1,DE373,1,2017,2017-06-26T00:00:00Z,DI,C,D09,Okisollo Channel,23,3,285,0,0.006194841480844071,8.080228018492267e-4,0.07676216617567654,0
DE373N2,DE373,2,2017,2017-06-26T00:00:00Z,DI,C,D09,Okisollo Channel,14,0,120,0,0.003770773075296391,0,0.03232091207396907,0
DE374N1,DE374,1,2017,2017-06-28T00:00:00Z,DI,E,D10,Hall Point,10,0,535,0,0.0026934093394974223,0,0.14409739966311208,0
DE375N1,DE375,1,2017,2017-07-04T00:00:00Z,DI,W,D27,Granite Point,4,8,1962,0,0.0010773637357989689,0.0021547274715979377,0.5284469124093942,0
DE376N1,DE376,1,2017,2017-06-13T00:00:00Z,DI,W,D27,Granite Point,130,0,505,0,0.03501432141346649,0,0.13601717164461982,0
DE376N2,DE376,2,2017,2017-06-13T00:00:00Z,DI,W,D27,Granite Point,21,0,384,0,0.005656159612944587,0,0.10342691863670102,0
DE377N1,DE377,1,2017,2017-06-19T00:00:00Z,DI,W,D22,McMullen Point,40,0,320,0,0.010773637357989689,0,0.08618909886391751,0
DE378N1,DE378,1,2017,2017-06-20T00:00:00Z,DI,C,D09,Okisollo Channel,10,0,240,0,0.0026934093394974223,0,0.06464182414793813,0
DE380N1,DE380,1,2017,2017-07-05T00:00:00Z,DI,C,D09,Okisollo Channel,2,1,126,0,5.386818678994844e-4,2.693409339497422e-4,0.03393695767766752,0
JE107N2,JE107,2,2015,2015-05-23T00:00:00Z,JS,N,J03,Cracroft Point,300,0,0,0,0.08080228018492266,0,0,0
JE108N2,JE108,2,2015,2015-05-23T00:00:00Z,JS,S,J09,Blinkhorn Peninsula,200,0,25,8,0.053868186789948445,0,0.006733523348743556,0.0021547274715979377
JE110N2,JE110,2,2015,2015-05-24T00:00:00Z,JS,N,J02,Swanson Island,400,0,7,1,0.10773637357989689,0,0.0018853865376481955,2.693409339497422e-4
