"sampleID"	"barcode"	"name"	"description"	"note"	"quantity"	"expiration"	"created"	"Storage"	"storageLayerName"	"Storage Position"	"storageLayerID"	"fullName"	"clonedFrom"	"clonedFromSampleID"	"Sample Status"
"7167198"	"S20582RD1"	"S20582RD1"	""	""	""	""	"2019-06-29 01:22"	"Marna -80 Freezer"	"BRN72M"	"4.H"	"570644"	"elab JSP"	""	""	"Collected"
"7167200"	"S20584RD1"	"S20584RD1"	""	""	""	""	"2019-06-29 01:22"	"Marna -80 Freezer"	"BRN72M"	"4.E"	"570644"	"elab JSP"	""	""	"Collected"
"7202018"	"S20592RD1"	"S20592RD1"	""	""	""	""	"2019-07-10 00:19"	"Marna -80 Freezer"	"BRN80M"	"4.G"	"599579"	"elab JSP"	""	""	"Collected"
"7219068"	"S20570RD1"	"S20570RD1"	""	""	""	""	"2019-07-12 17:30"	"Marna -80 Freezer"	"BRN72M"	"9.E"	"570644"	"elab JSP"	""	""	"Collected"
"7231976"	"S20833RD1"	"S20833RD1"	""	""	""	""	"2019-07-16 19:03"	"Marna -80 Freezer"	"BRN81M"	"3.A"	"601533"	"elab JSP"	""	""	"Collected"
"7252871"	"S20562RD1"	"S20562RD1"	""	""	""	""	"2019-07-17 21:17"	"Marna -80 Freezer"	"BRN80M"	"11.H"	"599579"	"elab JSP"	""	""	"Collected"
"7267656"	"S20865RD1"	"S20865RD1"	""	""	""	""	"2019-07-18 15:38"	"Marna -80 Freezer"	"BRN81M"	"6.A"	"601533"	"elab JSP"	""	""	"Collected"
"7267658"	"S20870RD1"	"S20870RD1"	""	""	""	""	"2019-07-18 15:38"	"Marna -80 Freezer"	"BRN81M"	"6.C"	"601533"	"elab JSP"	""	""	"Collected"
"7296246"	"S21201RD1"	"S21201RD1"	""	""	""	""	"2019-07-24 15:04"	"Marna -80 Freezer"	"BRN81M"	"11.C"	"601533"	"elab JSP"	""	""	"Collected"
"7296252"	"S21205RD1"	"S21205RD1"	""	""	""	""	"2019-07-24 15:04"	"Marna -80 Freezer"	"BRN81M"	"12.G"	"601533"	"elab JSP"	""	""	"Collected"
"7388138"	"S21214RD1"	"S21214RD1"	""	""	""	""	"2019-08-14 00:02"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"B.4"	"609606"	"elab JSP"	""	""	"Collected"
"7388139"	"S21211RD1"	"S21211RD1"	""	""	""	""	"2019-08-14 00:02"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"A.4"	"609606"	"elab JSP"	""	""	"Collected"
"7402764"	"S20868RD1"	"S20868RD1"	""	""	""	""	"2019-08-14 22:08"	"Marna -80 Freezer"	"BRN81M"	"9.A"	"601533"	"elab JSP"	""	""	"Collected"
"7402770"	"S20863RD1"	"S20863RD1"	""	""	""	""	"2019-08-14 22:08"	"Marna -80 Freezer"	"BRN81M"	"6.G"	"601533"	"elab JSP"	""	""	"Collected"
"7406268"	"S20711RD1"	"S20711RD1"	""	""	""	""	"2019-08-15 19:05"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"G.6"	"609606"	"elab JSP"	""	""	"Collected"
"7406270"	"S20712RD1"	"S20712RD1"	""	""	""	""	"2019-08-15 19:05"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"B.6"	"609606"	"elab JSP"	""	""	"Collected"
"7406274"	"S20719RD1"	"S20719RD1"	""	""	""	""	"2019-08-15 19:05"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"D.6"	"609606"	"elab JSP"	""	""	"Collected"
"7419020"	"S21213RD1"	"S21213RD1"	""	""	""	""	"2019-08-19 16:28"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"E.5"	"609606"	"elab JSP"	""	""	"Collected"
"7433423"	"S20043RD1"	"S20043RD1"	""	""	""	""	"2019-08-21 00:56"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"B.9"	"609606"	"elab JSP"	""	""	"Collected"
"7433583"	"S21609RD1"	"S21609RD1"	""	""	""	""	"2019-08-21 01:47"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"B.7"	"609606"	"elab JSP"	""	""	"Collected"
"7433586"	"S21604RD1"	"S21604RD1"	""	""	""	""	"2019-08-21 01:47"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"A.7"	"609606"	"elab JSP"	""	""	"Collected"
"7433595"	"S21610RD1"	"S21610RD1"	""	""	""	""	"2019-08-21 01:47"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"D.8"	"609606"	"elab JSP"	""	""	"Collected"
"7433598"	"S21181RD1"	"S21181RD1"	""	""	""	""	"2019-08-21 01:47"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"C.8"	"609606"	"elab JSP"	""	""	"Collected"
"7433600"	"S21182RD1"	"S21182RD1"	""	""	""	""	"2019-08-21 01:47"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"B.8"	"609606"	"elab JSP"	""	""	"Collected"
"7433603"	"S21183RD1"	"S21183RD1"	""	""	""	""	"2019-08-21 01:47"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"A.8"	"609606"	"elab JSP"	""	""	"Collected"
"7440176"	"S20138RD1"	"S20138RD1"	""	""	""	""	"2019-08-21 23:36"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"E.1"	"620520"	"elab JSP"	""	""	"Collected"
"7440318"	"S20096RD1"	"S20096RD1"	""	""	""	""	"2019-08-22 01:52"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"D.12"	"609606"	"elab JSP"	""	""	"Collected"
"7440323"	"S20106RD1"	"S20106RD1"	""	""	""	""	"2019-08-22 01:52"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"B.12"	"609606"	"elab JSP"	""	""	"Collected"
"7441445"	"S20127RD1"	"S20127RD1"	""	""	""	""	"2019-08-22 18:43"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN83M"	"B.11"	"609606"	"elab JSP"	""	""	"Collected"
"7443476"	"S20103RD1"	"S20103RD1"	""	""	""	""	"2019-08-23 02:08"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"D.2"	"620520"	"elab JSP"	""	""	"Collected"
"7443479"	"S20109RD1"	"S20109RD1"	""	""	""	""	"2019-08-23 02:08"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"A.2"	"620520"	"elab JSP"	""	""	"Collected"
"7443480"	"S20348RD1"	"S20348RD1"	""	""	""	""	"2019-08-23 02:08"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"H.4"	"620520"	"elab JSP"	""	""	"Collected"
"7443492"	"S20346RD1"	"S20346RD1"	""	""	""	""	"2019-08-23 02:08"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"C.4"	"620520"	"elab JSP"	""	""	"Collected"
"7446072"	"S20750RD1"	"S20750RD1"	""	""	""	""	"2019-08-23 20:54"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"G.5"	"620520"	"elab JSP"	""	""	"Collected"
"7458468"	"S20236RD1"	"S20236RD1"	""	""	""	""	"2019-08-28 01:04"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"D.3"	"620520"	"elab JSP"	""	""	"Collected"
"7458471"	"S20234RD1"	"S20234RD1"	""	""	""	""	"2019-08-28 01:04"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"A.3"	"620520"	"elab JSP"	""	""	"Collected"
"7458479"	"S20230RD1"	"S20230RD1"	""	""	""	""	"2019-08-28 01:04"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"E.7"	"620520"	"elab JSP"	""	""	"Collected"
"7458530"	"S20749RD1"	"S20749RD1"	""	""	""	""	"2019-08-28 01:08"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"C.5"	"620520"	"elab JSP"	""	""	"Collected"
"7458539"	"S20202RD1"	"S20202RD1"	""	""	""	""	"2019-08-28 01:08"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"D.6"	"620520"	"elab JSP"	""	""	"Collected"
"7464168"	"S20228RD1"	"S20228RD1"	""	""	""	""	"2019-08-28 22:12"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"C.7"	"620520"	"elab JSP"	""	""	"Collected"
"7467651"	"S21521RD1"	"S21521RD1"	""	""	""	""	"2019-08-30 02:03"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"D.10"	"620520"	"elab JSP"	""	""	"Collected"
"7467654"	"S21522RD1"	"S21522RD1"	""	""	""	""	"2019-08-30 02:03"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"C.10"	"620520"	"elab JSP"	""	""	"Collected"
"7469648"	"S20326RD1"	"S20326RD1"	""	""	""	""	"2019-08-30 17:25"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"B.11"	"620520"	"elab JSP"	""	""	"Collected"
"7469649"	"S20327RD1"	"S20327RD1"	""	""	""	""	"2019-08-30 17:25"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"B.8"	"620520"	"elab JSP"	""	""	"Collected"
"7469655"	"S20329RD1"	"S20329RD1"	""	""	""	""	"2019-08-30 17:25"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN84M"	"G.12"	"620520"	"elab JSP"	""	""	"Collected"
