semsp_id,ufn,species,status,weight,fork_length,so_taken,pi_taken,cu_taken,survey_date,site_id,region,sampling_week,current_location,storage_unit,storage_tier_ 1,lat,lon
2016-05-19-D07-CU-3,NA,CU,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-CU-4,NA,CU,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-CU-5,NA,CU,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-CU-6,NA,CU,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-CU-7,NA,CU,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-CU-8,NA,CU,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-CU-9,NA,CU,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-PI-1,NA,PI,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-PI-10,NA,PI,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-PI-2,NA,PI,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-PI-3,NA,PI,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-PI-4,NA,PI,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-PI-5,NA,PI,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-PI-6,NA,PI,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-PI-7,NA,PI,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-PI-8,NA,PI,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-19-D07-PI-9,NA,PI,not dissected,NA,NA,30,10,10,2016-05-19,D07,DI,19-May,NA,NA,NA,50.191099,-125.138578
2016-05-26-D07-CU-1,NA,CU,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-CU-10,NA,CU,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-CU-2,NA,CU,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-CU-3,NA,CU,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-CU-4,NA,CU,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-CU-5,NA,CU,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-CU-6,NA,CU,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-CU-7,NA,CU,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-CU-8,NA,CU,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-CU-9,NA,CU,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-PI-1,NA,PI,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-PI-10,NA,PI,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-PI-2,NA,PI,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-PI-3,NA,PI,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-PI-4,NA,PI,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-PI-5,NA,PI,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-PI-6,NA,PI,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-PI-7,NA,PI,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-PI-8,NA,PI,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-05-26-D07-PI-9,NA,PI,not dissected,NA,NA,30,10,10,2016-05-26,D07,DI,26-May,NA,NA,NA,50.190737,-125.143169
2016-06-03-D07-CU-1,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-CU-10,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-CU-2,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-CU-3,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-CU-4,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-CU-5,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-CU-6,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-CU-7,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-CU-8,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-CU-9,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-PI-1,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-PI-10,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-PI-2,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-PI-3,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-PI-4,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-PI-5,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-PI-6,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-PI-7,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-PI-8,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-D07-PI-9,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,D07,DI,02-Jun,NA,NA,NA,50.190887,-125.143416
2016-06-03-J07-CU-1,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-CU-10,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-CU-2,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-CU-3,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-CU-4,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-CU-5,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-CU-6,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-CU-7,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-CU-8,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-CU-9,NA,CU,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-PI-1,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-PI-10,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-PI-2,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-PI-3,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-PI-4,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-PI-5,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-PI-6,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-PI-7,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-PI-8,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-03-J07-PI-9,NA,PI,not dissected,NA,NA,30,10,10,2016-06-03,J07,JS,02-Jun,NA,NA,NA,50.459012,-126.1695
2016-06-08-D11-CU-1,NA,CU,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-CU-10,NA,CU,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-CU-2,NA,CU,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-CU-3,NA,CU,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-CU-4,NA,CU,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-CU-5,NA,CU,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-CU-6,NA,CU,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-CU-7,NA,CU,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-CU-8,NA,CU,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-CU-9,NA,CU,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-PI-1,NA,PI,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-PI-10,NA,PI,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-PI-2,NA,PI,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-PI-3,NA,PI,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-PI-4,NA,PI,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-PI-5,NA,PI,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-PI-6,NA,PI,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-PI-7,NA,PI,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-PI-8,NA,PI,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-08-D11-PI-9,NA,PI,not dissected,NA,NA,30,10,10,2016-06-08,D11,DI,09-Jun,NA,NA,NA,50.347862,-125.455554
2016-06-09-D07-CU-1,NA,CU,not dissected,NA,NA,30,10,4,2016-06-09,D07,DI,09-Jun,NA,NA,NA,50.190683,-125.143138
2016-06-09-D07-CU-2,NA,CU,not dissected,NA,NA,30,10,4,2016-06-09,D07,DI,09-Jun,NA,NA,NA,50.190683,-125.143138
2016-06-09-D07-CU-3,NA,CU,not dissected,NA,NA,30,10,4,2016-06-09,D07,DI,09-Jun,NA,NA,NA,50.190683,-125.143138
2016-06-09-D07-CU-4,NA,CU,not dissected,NA,NA,30,10,4,2016-06-09,D07,DI,09-Jun,NA,NA,NA,50.190683,-125.143138
2016-06-09-D07-PI-1,NA,PI,not dissected,NA,NA,30,10,4,2016-06-09,D07,DI,09-Jun,NA,NA,NA,50.190683,-125.143138
2016-06-09-D07-PI-10,NA,PI,not dissected,NA,NA,30,10,4,2016-06-09,D07,DI,09-Jun,NA,NA,NA,50.190683,-125.143138
2016-06-09-D07-PI-2,NA,PI,not dissected,NA,NA,30,10,4,2016-06-09,D07,DI,09-Jun,NA,NA,NA,50.190683,-125.143138
2016-06-09-D07-PI-3,NA,PI,not dissected,NA,NA,30,10,4,2016-06-09,D07,DI,09-Jun,NA,NA,NA,50.190683,-125.143138
2016-06-09-D07-PI-4,NA,PI,not dissected,NA,NA,30,10,4,2016-06-09,D07,DI,09-Jun,NA,NA,NA,50.190683,-125.143138
2016-06-09-D07-PI-5,NA,PI,not dissected,NA,NA,30,10,4,2016-06-09,D07,DI,09-Jun,NA,NA,NA,50.190683,-125.143138
2016-06-09-D07-PI-6,NA,PI,not dissected,NA,NA,30,10,4,2016-06-09,D07,DI,09-Jun,NA,NA,NA,50.190683,-125.143138
2016-06-09-D07-PI-7,NA,PI,not dissected,NA,NA,30,10,4,2016-06-09,D07,DI,09-Jun,NA,NA,NA,50.190683,-125.143138
2016-06-09-D07-PI-8,NA,PI,not dissected,NA,NA,30,10,4,2016-06-09,D07,DI,09-Jun,NA,NA,NA,50.190683,-125.143138
2016-06-09-D07-PI-9,NA,PI,not dissected,NA,NA,30,10,4,2016-06-09,D07,DI,09-Jun,NA,NA,NA,50.190683,-125.143138
2016-06-09-J02-CU-1,U2947,CU,dissected,20,NA,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 10,50.602327,-126.701507
2016-06-09-J02-CU-10,U3200,CU,dissected,14.3,104,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 10,50.602327,-126.701507
2016-06-09-J02-CU-2,U3198,CU,dissected,22.7,NA,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 10,50.602327,-126.701507
2016-06-09-J02-CU-3,U2951,CU,dissected,16.7,NA,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 10,50.602327,-126.701507
2016-06-09-J02-CU-4,U2950,CU,dissected,16.3,116,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 10,50.602327,-126.701507
2016-06-09-J02-CU-5,U2949,CU,dissected,27,134,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 10,50.602327,-126.701507
2016-06-09-J02-CU-6,U2948,CU,dissected,15.8,117,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 10,50.602327,-126.701507
2016-06-09-J02-CU-7,U3197,CU,dissected,23.8,130,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 10,50.602327,-126.701507
2016-06-09-J02-CU-8,U3199,CU,dissected,25,130,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 10,50.602327,-126.701507
2016-06-09-J02-CU-9,U3196,CU,dissected,23.5,131,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 10,50.602327,-126.701507
2016-06-09-J02-PI-1,U3839,PI,dissected,8.6,96,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Back End Shelving Unit,Shelf J,50.602327,-126.701507
2016-06-09-J02-PI-10,U3838,PI,dissected,14,106,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Back End Shelving Unit,Shelf J,50.602327,-126.701507
2016-06-09-J02-PI-2,U3837,PI,dissected,18.1,120,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Back End Shelving Unit,Shelf J,50.602327,-126.701507
2016-06-09-J02-PI-3,U3835,PI,dissected,12.6,NA,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Back End Shelving Unit,Shelf J,50.602327,-126.701507
2016-06-09-J02-PI-4,U3888,PI,dissected,13.4,116,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Back End Shelving Unit,Shelf J,50.602327,-126.701507
2016-06-09-J02-PI-5,U3887,PI,dissected,13.5,106,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Back End Shelving Unit,Shelf J,50.602327,-126.701507
2016-06-09-J02-PI-6,U3836,PI,dissected,13.6,110,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Back End Shelving Unit,Shelf J,50.602327,-126.701507
2016-06-09-J02-PI-7,U3834,PI,dissected,15.3,116,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Back End Shelving Unit,Shelf J,50.602327,-126.701507
2016-06-09-J02-PI-8,U3889,PI,dissected,13.3,114,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Back End Shelving Unit,Shelf J,50.602327,-126.701507
2016-06-09-J02-PI-9,U3840,PI,dissected,27.2,NA,30,10,10,2016-06-09,J02,JS,09-Jun,Quadra Prep Lab,Back End Shelving Unit,Shelf J,50.602327,-126.701507
2016-06-09-J09-CU-1,U3720,CU,dissected,9.1,100,29,10,10,2016-06-09,J09,JS,09-Jun,Quadra Prep Lab,Back End Shelving Unit,Shelf J,50.544941,-126.816489
2016-06-09-J09-CU-10,U3716,CU,dissected,12.2,106,29,10,10,2016-06-09,J09,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 13,50.544941,-126.816489
2016-06-09-J09-CU-2,U3718,CU,dissected,7.3,NA,29,10,10,2016-06-09,J09,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 13,50.544941,-126.816489
2016-06-09-J09-CU-3,U3717,CU,dissected,10.3,NA,29,10,10,2016-06-09,J09,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 13,50.544941,-126.816489
2016-06-09-J09-CU-4,U3719,CU,dissected,12.1,106,29,10,10,2016-06-09,J09,JS,09-Jun,Quadra Prep Lab,Back End Shelving Unit,Shelf J,50.544941,-126.816489
2016-06-09-J09-CU-5,U3712,CU,dissected,12.5,116,29,10,10,2016-06-09,J09,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 13,50.544941,-126.816489
2016-06-09-J09-CU-6,U3714,CU,dissected,28.6,138,29,10,10,2016-06-09,J09,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 13,50.544941,-126.816489
2016-06-09-J09-CU-7,U3711,CU,dissected,10.2,NA,29,10,10,2016-06-09,J09,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 13,50.544941,-126.816489
2016-06-09-J09-CU-8,U3715,CU,dissected,19.4,122,29,10,10,2016-06-09,J09,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 13,50.544941,-126.816489
2016-06-09-J09-CU-9,U3713,CU,dissected,16.1,120,29,10,10,2016-06-09,J09,JS,09-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 13,50.544941,-126.816489
2016-06-09-J09-PI-1,NA,PI,not dissected,NA,NA,29,10,10,2016-06-09,J09,JS,09-Jun,NA,NA,NA,50.544941,-126.816489
2016-06-09-J09-PI-10,NA,PI,not dissected,NA,NA,29,10,10,2016-06-09,J09,JS,09-Jun,NA,NA,NA,50.544941,-126.816489
2016-06-09-J09-PI-2,NA,PI,not dissected,NA,NA,29,10,10,2016-06-09,J09,JS,09-Jun,NA,NA,NA,50.544941,-126.816489
2016-06-09-J09-PI-3,NA,PI,not dissected,NA,NA,29,10,10,2016-06-09,J09,JS,09-Jun,NA,NA,NA,50.544941,-126.816489
2016-06-09-J09-PI-4,NA,PI,not dissected,NA,NA,29,10,10,2016-06-09,J09,JS,09-Jun,NA,NA,NA,50.544941,-126.816489
2016-06-09-J09-PI-5,NA,PI,not dissected,NA,NA,29,10,10,2016-06-09,J09,JS,09-Jun,NA,NA,NA,50.544941,-126.816489
2016-06-09-J09-PI-6,NA,PI,not dissected,NA,NA,29,10,10,2016-06-09,J09,JS,09-Jun,NA,NA,NA,50.544941,-126.816489
2016-06-09-J09-PI-7,NA,PI,not dissected,NA,NA,29,10,10,2016-06-09,J09,JS,09-Jun,NA,NA,NA,50.544941,-126.816489
2016-06-09-J09-PI-8,NA,PI,not dissected,NA,NA,29,10,10,2016-06-09,J09,JS,09-Jun,NA,NA,NA,50.544941,-126.816489
2016-06-09-J09-PI-9,NA,PI,not dissected,NA,NA,29,10,10,2016-06-09,J09,JS,09-Jun,NA,NA,NA,50.544941,-126.816489
2016-06-10-J04-CU-1,NA,CU,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-CU-10,NA,CU,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-CU-2,NA,CU,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-CU-3,NA,CU,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-CU-4,NA,CU,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-CU-5,NA,CU,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-CU-6,NA,CU,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-CU-7,NA,CU,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-CU-8,NA,CU,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-CU-9,NA,CU,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-PI-1,NA,PI,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-PI-2,NA,PI,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
