semsp_id,ufn,species,status,weight,fork_length,so_taken,pi_taken,cu_taken,survey_date,site_id,region,sampling_week,current_location,storage_unit,storage_tier_ 1,lat,lon
2016-06-10-J04-PI-3,NA,PI,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-PI-4,NA,PI,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-PI-5,NA,PI,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-PI-6,NA,PI,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-PI-7,NA,PI,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-PI-8,NA,PI,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J04-PI-9,NA,PI,not dissected,NA,NA,30,9,10,2016-06-10,J04,JS,09-Jun,NA,NA,NA,50.51821,-126.406079
2016-06-10-J08-CU-1,NA,CU,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-CU-10,NA,CU,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-CU-2,NA,CU,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-CU-3,NA,CU,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-CU-4,NA,CU,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-CU-5,NA,CU,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-CU-6,NA,CU,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-CU-7,NA,CU,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-CU-8,NA,CU,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-CU-9,NA,CU,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-PI-1,NA,PI,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-PI-10,NA,PI,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-PI-2,NA,PI,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-PI-3,NA,PI,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-PI-4,NA,PI,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-PI-5,NA,PI,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-PI-6,NA,PI,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-PI-7,NA,PI,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-PI-8,NA,PI,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-10-J08-PI-9,NA,PI,not dissected,NA,NA,30,10,10,2016-06-10,J08,JS,09-Jun,NA,NA,NA,50.480214,-126.4142
2016-06-11-J06-CU-1,NA,CU,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-CU-10,NA,CU,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-CU-2,NA,CU,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-CU-3,NA,CU,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-CU-4,NA,CU,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-CU-5,NA,CU,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-CU-6,NA,CU,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-CU-7,NA,CU,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-CU-8,NA,CU,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-CU-9,NA,CU,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-PI-1,NA,PI,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-PI-10,NA,PI,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-PI-2,NA,PI,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-PI-3,NA,PI,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-PI-4,NA,PI,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-PI-5,NA,PI,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-PI-6,NA,PI,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-PI-7,NA,PI,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-PI-8,NA,PI,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J06-PI-9,NA,PI,not dissected,NA,NA,29,10,10,2016-06-11,J06,JS,09-Jun,NA,NA,NA,50.476173,-126.029443
2016-06-11-J07-CU-1,NA,CU,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-CU-10,NA,CU,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-CU-2,NA,CU,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-CU-3,NA,CU,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-CU-4,NA,CU,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-CU-5,NA,CU,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-CU-6,NA,CU,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-CU-7,NA,CU,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-CU-8,NA,CU,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-CU-9,NA,CU,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-PI-1,NA,PI,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-PI-10,NA,PI,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-PI-2,NA,PI,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-PI-3,NA,PI,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-PI-4,NA,PI,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-PI-5,NA,PI,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-PI-6,NA,PI,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-PI-7,NA,PI,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-PI-8,NA,PI,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-11-J07-PI-9,NA,PI,not dissected,NA,NA,30,10,10,2016-06-11,J07,JS,09-Jun,NA,NA,NA,50.456683,-126.153895
2016-06-14-D09-CU-1,U3329,CU,dissected,9.6,102,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-CU-10,U2979,CU,dissected,8.5,99,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-CU-2,U3328,CU,dissected,10.2,104,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-CU-3,U3503,CU,dissected,8.5,100,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-CU-4,U3327,CU,dissected,8,NA,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-CU-5,U3326,CU,dissected,10.1,106,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-CU-6,U3325,CU,dissected,13.1,113,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-CU-7,U3501,CU,dissected,10.7,105,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-CU-8,U3502,CU,dissected,13,113,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-CU-9,U2978,CU,dissected,9.4,NA,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-PI-1,U3765,PI,dissected,10.1,105,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-PI-10,U3763,PI,dissected,11.9,111,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-PI-2,U3768,PI,dissected,10.6,106,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-PI-3,U3769,PI,dissected,9.9,NA,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-PI-4,U3764,PI,dissected,7.7,97,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-PI-5,U3766,PI,dissected,7.6,NA,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-PI-6,U3770,PI,dissected,9.6,104,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-PI-7,U3771,PI,dissected,8.9,105,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-PI-8,U3762,PI,dissected,11.4,111,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-14-D09-PI-9,U3767,PI,dissected,7.9,102,30,10,10,2016-06-14,D09,DI,16-Jun,Quadra Prep Lab,Freezer Room Top Shelf,Stomach Group Box 9,50.307203,-125.332605
2016-06-16-D07-CU-1,NA,CU,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-CU-10,NA,CU,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-CU-2,NA,CU,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-CU-3,NA,CU,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-CU-4,NA,CU,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-CU-5,NA,CU,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-CU-6,NA,CU,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-CU-7,NA,CU,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-CU-8,NA,CU,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-CU-9,NA,CU,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-PI-1,NA,PI,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-PI-10,NA,PI,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-PI-2,NA,PI,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-PI-3,NA,PI,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-PI-4,NA,PI,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-PI-5,NA,PI,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-PI-6,NA,PI,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-PI-7,NA,PI,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-PI-8,NA,PI,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-16-D07-PI-9,NA,PI,not dissected,NA,NA,30,10,10,2016-06-16,D07,DI,16-Jun,NA,NA,NA,50.191383,-125.143884
2016-06-20-J07-CU-1,NA,CU,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-CU-10,NA,CU,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-CU-2,NA,CU,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-CU-3,NA,CU,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-CU-4,NA,CU,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-CU-5,NA,CU,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-CU-6,NA,CU,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-CU-7,NA,CU,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-CU-8,NA,CU,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-CU-9,NA,CU,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-PI-1,NA,PI,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-PI-10,NA,PI,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-PI-2,NA,PI,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-PI-3,NA,PI,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-PI-4,NA,PI,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-PI-5,NA,PI,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-PI-6,NA,PI,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-PI-7,NA,PI,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-PI-8,NA,PI,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-20-J07-PI-9,NA,PI,not dissected,NA,NA,30,10,10,2016-06-20,J07,JS,23-Jun,NA,NA,NA,50.455728,-126.116461
2016-06-25-J07-CU-1,NA,CU,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-CU-10,NA,CU,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-CU-2,NA,CU,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-CU-3,NA,CU,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-CU-4,NA,CU,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-CU-5,NA,CU,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-CU-6,NA,CU,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-CU-7,NA,CU,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-CU-8,NA,CU,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-CU-9,NA,CU,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-PI-1,NA,PI,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-PI-10,NA,PI,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-PI-2,NA,PI,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-PI-3,NA,PI,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-PI-4,NA,PI,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-PI-5,NA,PI,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-PI-6,NA,PI,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-PI-7,NA,PI,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-PI-8,NA,PI,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-06-25-J07-PI-9,NA,PI,not dissected,NA,NA,30,10,10,2016-06-25,J07,JS,23-Jun,NA,NA,NA,50.45733,-126.16553
2016-07-05-J07-CU-1,NA,CU,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-CU-10,NA,CU,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-CU-2,NA,CU,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-CU-3,NA,CU,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-CU-4,NA,CU,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-CU-5,NA,CU,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-CU-6,NA,CU,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-CU-7,NA,CU,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-CU-8,NA,CU,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-CU-9,NA,CU,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-PI-1,NA,PI,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-PI-10,NA,PI,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-PI-2,NA,PI,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-PI-3,NA,PI,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-PI-4,NA,PI,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-PI-5,NA,PI,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-PI-6,NA,PI,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-PI-7,NA,PI,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-PI-8,NA,PI,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647
2016-07-05-J07-PI-9,NA,PI,not dissected,NA,NA,30,10,10,2016-07-05,J07,JS,06-Jul,NA,NA,NA,50.456886,-126.162647